Order,Season,Episode,Character Killed,Killer,Method,Method Category,Reason,Location,Importance,Allegiance death,Allegiance killer
1368,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1369,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1370,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1371,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1372,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1373,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1374,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1375,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1376,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1377,7,4,Horse,Lannister soldier,Spear,Polearm,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,,
1378,7,4,Dothraki rider,Lannister soldier,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1379,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1380,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1381,7,4,Lannister soldier,Dothraki rider,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1382,7,4,Dothraki rider,Lannister soldier,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1383,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1384,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1385,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1386,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1387,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1388,7,4,Dothraki rider,Lannister soldier,Spear,Polearm,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1389,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1390,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1391,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1392,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1393,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1394,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1395,7,4,Dothraki rider,Lannister soldier,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1396,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1397,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1398,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1399,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1400,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1401,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1402,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1403,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1404,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1405,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1406,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1407,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1408,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1409,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1410,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1411,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1412,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1413,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1414,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1415,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1416,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1417,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1418,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1419,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1420,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1421,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1422,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1423,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1424,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1425,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1426,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1427,7,4,Dothraki rider,Jaime Lannister,Sword (Widow’s Wail),Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1428,7,4,Dothraki rider,Jaime Lannister,Sword (Widow’s Wail),Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1429,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1430,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1431,7,4,Dothraki rider,Jaime Lannister,Sword (Widow’s Wail),Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1432,7,4,Dothraki rider,Jaime Lannister,Sword (Widow’s Wail),Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1433,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1434,7,4,Dothraki rider,Dickon Tarly,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1435,7,4,Horse,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,,
1436,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1437,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1438,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1439,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1440,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1441,7,4,Dothraki rider,Bronn,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1442,7,4,Lannister soldier,Dothraki rider,Horse’s hooves,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1443,7,4,Dothraki rider,Bronn,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1444,7,4,Dothraki rider,Bronn,Scorpion bolt,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Targaryen,
1445,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1446,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1447,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1448,7,4,Lannister soldier,Dothraki rider,Glaive,Polearm,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1449,7,4,Lannister soldier,Dothraki rider,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1450,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1451,7,4,Lannister soldier,Dothraki rider,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1452,7,4,Lannister soldier,Dothraki rider,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1453,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1454,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1455,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
1456,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,1.0,House Lannister,
